concat,invoice_number,sku,order_number,bol,shortage,damage,return,overage,net_shortage,customer_sign,carrier_sign,subject_to_count,pod_found
9.11E+15,9111337432,328466,261006373,6026399576,4,0,0,0,4,Yes,Yes,No,Yes
9.11E+15,9108812129,256082,4514250039,6022347697,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9111337432,328411,261006373,6026399576,5,0,0,0,5,Yes,Yes,No,Yes
9.11E+15,9111337432,328418,261006373,6026399576,8,0,0,0,8,Yes,Yes,No,Yes
9109080668930815NS,9109080668,930815NS,110326288,6019072369,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9111337432,324911,261006373,6026399576,4,0,0,0,4,Yes,Yes,No,Yes
9.11E+15,9111337432,320550,261006373,6026399576,10,0,0,0,10,Yes,Yes,No,Yes
9.11E+15,9109133261,930725,110327195,6022894777,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+23,9110513349,5.04E+13,38598912,6025722895,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+23,9110506701,5.04E+13,19987767,6025734985,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+21,9110353305,3.83E+11,16345464,6025480727,0,0,0,0,0,No,No,No,Yes
9.11E+21,9110353305,3.83E+11,16345464,6025480727,0,0,0,0,0,No,No,No,Yes
9.11E+15,9109133261,930815,110327195,6022894777,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9109133261,260100,110327195,6022894777,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9109670067,326895,3925913951,6024076429,0,0,0,0,0,No,No,No,Yes
9.11E+19,9110833241,1727170106,10833627,6026409658,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+19,9110833241,1727170107,10833627,6026409658,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+23,9110624104,364957,PR3035005,6025944692,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9109757336,326895,1875385654,6024297189,0,0,0,0,0,No,No,No,Yes
91100577324403A,9110057732,4403A,4515304729,6024894871,0,0,0,0,0,No,No,No,Yes
9.11E+13,9110057732,4406,4515304729,6024894871,0,0,0,0,0,No,No,No,Yes
9.11E+23,9110734014,3.04E+13,BD122322GL,6026069479,0,0,0,0,0,Yes,No,No,Yes
91100577324412A,9110057732,4412A,4515304729,6024894871,0,0,0,0,0,No,No,No,Yes
9.11E+23,9110948301,5.04E+13,8115876919,6026459661,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+23,9110948301,5.04E+13,8115876919,6026459661,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+23,9110948301,5.04E+13,8115876919,6026459661,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+23,9110948301,5.04E+13,8115876919,6026459661,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+23,9110948301,5.04E+13,8115876919,6026459661,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+23,9110948301,5.04E+13,8115876919,6026459661,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+23,9110948301,5.04E+13,8115876919,6026459661,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+23,9110948301,5.04E+13,8115876919,6026459661,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+23,9110948301,5.04E+13,8115876919,6026459661,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+23,9110948301,5.04E+13,8115876919,6026459661,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+23,9110948301,5.04E+13,8115876919,6026459661,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+23,9110948301,5.04E+13,8115876919,6026459661,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+23,9110948301,5.04E+13,8115876919,6026459661,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+23,9110948301,5.04E+13,8115876919,6026459661,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+23,9110948301,5.04E+13,8115876919,6026459661,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+23,9110948301,5.04E+13,8115876919,6026459661,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+23,9110948301,5.04E+13,8115876919,6026459661,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+21,9110154997,3.83E+11,PR2911417,6025024840,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9110482481,362788,DR0210628,6025523371,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+23,9109341461,5.04E+13,CL55795,6023452078,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+21,9111059833,3.83E+11,2123030,6026672025,0,0,0,0,0,No,No,No,Yes
9.11E+15,9111195307,381323,105432,6027100808,0,0,0,0,0,No,No,No,Yes
9.11E+15,9111195307,381337,105432,6027100808,0,0,0,0,0,No,No,No,Yes
9.11E+15,9106666986,305155,44683,6019342509,0,0,0,0,0,No,Yes,No,Yes
9.11E+15,9106666986,381423,44683,6019342509,0,0,0,0,0,No,Yes,No,Yes
9.11E+15,9106666986,305167,44683,6019342509,0,0,0,0,0,No,Yes,No,Yes
9.11E+15,9106666986,309575,44683,6019342509,0,0,0,0,0,No,Yes,No,Yes
9.11E+15,9106666986,309577,44683,6019342509,0,0,0,0,0,No,Yes,No,Yes
9.11E+15,9106666986,309580,44683,6019342509,0,0,0,0,0,No,Yes,No,Yes
9.11E+15,9110503853,302830,8120601465,6025748889,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9106666986,309635,44683,6019342509,0,0,0,0,0,No,Yes,No,Yes
9.11E+15,9111254527,309623,12379181,,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9106666986,329461,44683,6019342509,0,0,0,0,0,No,Yes,No,Yes
9.11E+15,9106666986,371073,44683,6019342509,0,0,0,0,0,No,Yes,No,Yes
9.11E+15,9106666986,305477,44683,6019342509,0,0,0,0,0,No,Yes,No,Yes
9.11E+15,9106666986,305487,44683,6019342509,0,0,0,0,0,No,Yes,No,Yes
9.11E+17,9110590584,30654678,4515598672,6025921777,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9106666986,328438,44683,6019342509,0,0,0,0,0,No,Yes,No,Yes
9.11E+15,9106666986,512316,44683,6019342509,0,0,0,0,0,No,Yes,No,Yes
9.11E+15,9106666986,302833,44683,6019342509,0,0,0,0,0,No,Yes,No,Yes
9.11E+15,9109181449,443712,3.40E+14,6023201717,0,0,0,0,0,No,No,No,Yes
9.11E+15,9109097332,364980,BDI2111-23,6022959122,0,0,0,0,0,Yes,Yes,Yes,Yes
9.11E+15,9110460475,220097,44683,6025694541,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9110460475,220215,44683,6025694541,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9110460475,220526,44683,6025694541,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9110460475,220109,44683,6025694541,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9110460475,220133,44683,6025694541,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9110057665,930700,150029566-CSC,6024935049,0,0,0,0,0,Yes,No,No,Yes
9.11E+13,9110057665,4406,150029566-CSC,6024935049,0,0,0,0,0,Yes,No,No,Yes
