id,payment_date,invoice_number,deduction_amount,deduction_reason,unique_promo,promo_quantity,net_receipts,list_price,purchase_order,promo_asin,rebate_in_agreement_currency,unique_key,podata_po,podata_asin,case_size,quantity_received,case_cost,total_cost,eaches_quantity,agreement_num,rebate_percent,agreement_end,unit_price,quantity_variance,actual_netreceipts,netreceipts_variance,valid_rebate_rate,valid_po,valid_sku,price_variance,qty_variance,validation_status,invalid_amount,detailed_reason
6334,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB01M60S8C3,354,8793.36,9554.46,7PIYY17T,B01M60S8C3,1758.67,7PIYY17TB01M60S8C3,7PIYY17T,B01M60S8C3,0,354,0,0,0,,0,,24.84,354,0,8793.36,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6335,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB01M60S8C3,354,8793.36,9554.46,7PIYY17T,B01M60S8C3,1758.67,7PIYY17TB01M60S8C3,7PIYY17T,B01M60S8C3,0,354,0,0,0,,0,,24.84,354,0,8793.36,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6336,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB01M6THM7P,56,1391.04,1511.44,7PIYY17T,B01M6THM7P,278.21,7PIYY17TB01M6THM7P,7PIYY17T,B01M6THM7P,0,6,0,0,0,,0,,24.84,56,0,1391.04,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6337,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB01M6THM7P,56,1391.04,1511.44,7PIYY17T,B01M6THM7P,278.21,7PIYY17TB01M6THM7P,7PIYY17T,B01M6THM7P,0,6,0,0,0,,0,,24.84,56,0,1391.04,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6338,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB01M6THM7P,56,1391.04,1511.44,7PIYY17T,B01M6THM7P,278.21,7PIYY17TB01M6THM7P,7PIYY17T,B01M6THM7P,0,6,0,0,0,,0,,24.84,56,0,1391.04,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6339,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB01M6THM7P,56,1391.04,1511.44,7PIYY17T,B01M6THM7P,278.21,7PIYY17TB01M6THM7P,7PIYY17T,B01M6THM7P,0,6,0,0,0,,0,,24.84,56,0,1391.04,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6340,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB01M6TK228,703,17462.52,18973.97,7PIYY17T,B01M6TK228,3492.51,7PIYY17TB01M6TK228,7PIYY17T,B01M6TK228,0,564,0,0,0,,0,,24.84,703,0,17462.52,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6341,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB01M6TK228,703,17462.52,18973.97,7PIYY17T,B01M6TK228,3492.51,7PIYY17TB01M6TK228,7PIYY17T,B01M6TK228,0,564,0,0,0,,0,,24.84,703,0,17462.52,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6342,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB01M6TK228,703,17462.52,18973.97,7PIYY17T,B01M6TK228,3492.51,7PIYY17TB01M6TK228,7PIYY17T,B01M6TK228,0,564,0,0,0,,0,,24.84,703,0,17462.52,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6343,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB01M6TK228,703,17462.52,18973.97,7PIYY17T,B01M6TK228,3492.51,7PIYY17TB01M6TK228,7PIYY17T,B01M6TK228,0,564,0,0,0,,0,,24.84,703,0,17462.52,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6344,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB07D3H4CQF,931,13034,20472.69,7PIYY17T,B07D3H4CQF,2606.8,7PIYY17TB07D3H4CQF,7PIYY17T,B07D3H4CQF,0,934,0,0,0,,0,,14,931,0,13034,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6345,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB07D3H4CQF,931,13034,20472.69,7PIYY17T,B07D3H4CQF,2606.8,7PIYY17TB07D3H4CQF,7PIYY17T,B07D3H4CQF,0,934,0,0,0,,0,,14,931,0,13034,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6346,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB07D3H4CQF,931,13034,20472.69,7PIYY17T,B07D3H4CQF,2606.8,7PIYY17TB07D3H4CQF,7PIYY17T,B07D3H4CQF,0,934,0,0,0,,0,,14,931,0,13034,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6347,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB07D3H4CQF,931,13034,20472.69,7PIYY17T,B07D3H4CQF,2606.8,7PIYY17TB07D3H4CQF,7PIYY17T,B07D3H4CQF,0,934,0,0,0,,0,,14,931,0,13034,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6348,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB07LC7HSZN,96,1344,1439.04,7PIYY17T,B07LC7HSZN,268.8,7PIYY17TB07LC7HSZN,7PIYY17T,B07LC7HSZN,0,96,0,0,0,,0,,14,96,0,1344,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6349,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB07LC7HSZN,96,1344,1439.04,7PIYY17T,B07LC7HSZN,268.8,7PIYY17TB07LC7HSZN,7PIYY17T,B07LC7HSZN,0,96,0,0,0,,0,,14,96,0,1344,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6350,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB07LC7HSZN,96,1344,1439.04,7PIYY17T,B07LC7HSZN,268.8,7PIYY17TB07LC7HSZN,7PIYY17T,B07LC7HSZN,0,96,0,0,0,,0,,14,96,0,1344,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6351,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB07LC7HSZN,96,1344,1439.04,7PIYY17T,B07LC7HSZN,268.8,7PIYY17TB07LC7HSZN,7PIYY17T,B07LC7HSZN,0,96,0,0,0,,0,,14,96,0,1344,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6352,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB07Q61TRLH,20,204.8,239.8,7PIYY17T,B07Q61TRLH,40.97,7PIYY17TB07Q61TRLH,7PIYY17T,B07Q61TRLH,0,24,0,0,0,,0,,10.24,20,0,204.8,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6353,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB07Q61TRLH,20,204.8,239.8,7PIYY17T,B07Q61TRLH,40.97,7PIYY17TB07Q61TRLH,7PIYY17T,B07Q61TRLH,0,24,0,0,0,,0,,10.24,20,0,204.8,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6354,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB07Q61TRLH,20,204.8,239.8,7PIYY17T,B07Q61TRLH,40.97,7PIYY17TB07Q61TRLH,7PIYY17T,B07Q61TRLH,0,24,0,0,0,,0,,10.24,20,0,204.8,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6355,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB07Q61TRLH,20,204.8,239.8,7PIYY17T,B07Q61TRLH,40.97,7PIYY17TB07Q61TRLH,7PIYY17T,B07Q61TRLH,0,24,0,0,0,,0,,10.24,20,0,204.8,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6356,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB07Q89M576,141,1443.84,1690.59,7PIYY17T,B07Q89M576,288.77,7PIYY17TB07Q89M576,7PIYY17T,B07Q89M576,0,130,0,0,0,,0,,10.24,141,0,1443.84,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6357,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB07Q89M576,141,1443.84,1690.59,7PIYY17T,B07Q89M576,288.77,7PIYY17TB07Q89M576,7PIYY17T,B07Q89M576,0,130,0,0,0,,0,,10.24,141,0,1443.84,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6358,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB07Q89M576,141,1443.84,1690.59,7PIYY17T,B07Q89M576,288.77,7PIYY17TB07Q89M576,7PIYY17T,B07Q89M576,0,130,0,0,0,,0,,10.24,141,0,1443.84,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6359,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB07Q89M576,141,1443.84,1690.59,7PIYY17T,B07Q89M576,288.77,7PIYY17TB07Q89M576,7PIYY17T,B07Q89M576,0,130,0,0,0,,0,,10.24,141,0,1443.84,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6364,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB07ZQYM8MJ,414,10283.76,11173.86,7PIYY17T,B07ZQYM8MJ,2056.75,7PIYY17TB07ZQYM8MJ,7PIYY17T,B07ZQYM8MJ,0,414,0,0,0,,0,,24.84,414,0,10283.76,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6365,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB07ZQYM8MJ,414,10283.76,11173.86,7PIYY17T,B07ZQYM8MJ,2056.75,7PIYY17TB07ZQYM8MJ,7PIYY17T,B07ZQYM8MJ,0,414,0,0,0,,0,,24.84,414,0,10283.76,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6366,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB07ZQYM8MJ,414,10283.76,11173.86,7PIYY17T,B07ZQYM8MJ,2056.75,7PIYY17TB07ZQYM8MJ,7PIYY17T,B07ZQYM8MJ,0,414,0,0,0,,0,,24.84,414,0,10283.76,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6367,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB07ZQYM8MJ,414,10283.76,11173.86,7PIYY17T,B07ZQYM8MJ,2056.75,7PIYY17TB07ZQYM8MJ,7PIYY17T,B07ZQYM8MJ,0,414,0,0,0,,0,,24.84,414,0,10283.76,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6368,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB084HJ1T2N,42,588,629.58,7PIYY17T,B084HJ1T2N,117.6,7PIYY17TB084HJ1T2N,7PIYY17T,B084HJ1T2N,0,42,0,0,0,,0,,14,42,0,588,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6369,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB084HJ1T2N,42,588,629.58,7PIYY17T,B084HJ1T2N,117.6,7PIYY17TB084HJ1T2N,7PIYY17T,B084HJ1T2N,0,42,0,0,0,,0,,14,42,0,588,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6370,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB084HJ1T2N,42,588,629.58,7PIYY17T,B084HJ1T2N,117.6,7PIYY17TB084HJ1T2N,7PIYY17T,B084HJ1T2N,0,42,0,0,0,,0,,14,42,0,588,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6371,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB084HJ1T2N,42,588,629.58,7PIYY17T,B084HJ1T2N,117.6,7PIYY17TB084HJ1T2N,7PIYY17T,B084HJ1T2N,0,42,0,0,0,,0,,14,42,0,588,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6372,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB09KMW172Z,78,1937.52,2105.22,7PIYY17T,B09KMW172Z,387.51,7PIYY17TB09KMW172Z,7PIYY17T,B09KMW172Z,0,78,0,0,0,,0,,24.84,78,0,1937.52,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6373,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB09KMW172Z,78,1937.52,2105.22,7PIYY17T,B09KMW172Z,387.51,7PIYY17TB09KMW172Z,7PIYY17T,B09KMW172Z,0,78,0,0,0,,0,,24.84,78,0,1937.52,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6374,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB09KMW172Z,78,1937.52,2105.22,7PIYY17T,B09KMW172Z,387.51,7PIYY17TB09KMW172Z,7PIYY17T,B09KMW172Z,0,78,0,0,0,,0,,24.84,78,0,1937.52,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6375,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB09KMW172Z,78,1937.52,2105.22,7PIYY17T,B09KMW172Z,387.51,7PIYY17TB09KMW172Z,7PIYY17T,B09KMW172Z,0,78,0,0,0,,0,,24.84,78,0,1937.52,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6376,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB09KMWCX72,390,9687.6,10526.1,7PIYY17T,B09KMWCX72,1937.52,7PIYY17TB09KMWCX72,7PIYY17T,B09KMWCX72,0,306,0,0,0,,0,,24.84,390,0,9687.6,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6377,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB09KMWCX72,390,9687.6,10526.1,7PIYY17T,B09KMWCX72,1937.52,7PIYY17TB09KMWCX72,7PIYY17T,B09KMWCX72,0,306,0,0,0,,0,,24.84,390,0,9687.6,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6378,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB09KMWCX72,390,9687.6,10526.1,7PIYY17T,B09KMWCX72,1937.52,7PIYY17TB09KMWCX72,7PIYY17T,B09KMWCX72,0,306,0,0,0,,0,,24.84,390,0,9687.6,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6379,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB09KMWCX72,390,9687.6,10526.1,7PIYY17T,B09KMWCX72,1937.52,7PIYY17TB09KMWCX72,7PIYY17T,B09KMWCX72,0,306,0,0,0,,0,,24.84,390,0,9687.6,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6380,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0B9262TP3,34,1802,1903.66,7PIYY17T,B0B9262TP3,360.4,7PIYY17TB0B9262TP3,7PIYY17T,B0B9262TP3,0,36,0,0,0,,0,,53,34,0,1802,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6381,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0B9262TP3,34,1802,1903.66,7PIYY17T,B0B9262TP3,360.4,7PIYY17TB0B9262TP3,7PIYY17T,B0B9262TP3,0,36,0,0,0,,0,,53,34,0,1802,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6382,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0B9262TP3,34,1802,1903.66,7PIYY17T,B0B9262TP3,360.4,7PIYY17TB0B9262TP3,7PIYY17T,B0B9262TP3,0,36,0,0,0,,0,,53,34,0,1802,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6383,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0B9262TP3,34,1802,1903.66,7PIYY17T,B0B9262TP3,360.4,7PIYY17TB0B9262TP3,7PIYY17T,B0B9262TP3,0,36,0,0,0,,0,,53,34,0,1802,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6384,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0B92GC75Y,9,477,503.91,7PIYY17T,B0B92GC75Y,95.4,7PIYY17TB0B92GC75Y,7PIYY17T,B0B92GC75Y,0,11,0,0,0,,0,,53,9,0,477,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6385,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0B92GC75Y,9,477,503.91,7PIYY17T,B0B92GC75Y,95.4,7PIYY17TB0B92GC75Y,7PIYY17T,B0B92GC75Y,0,11,0,0,0,,0,,53,9,0,477,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6386,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0B92GC75Y,9,477,503.91,7PIYY17T,B0B92GC75Y,95.4,7PIYY17TB0B92GC75Y,7PIYY17T,B0B92GC75Y,0,11,0,0,0,,0,,53,9,0,477,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6387,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0B92GC75Y,9,477,503.91,7PIYY17T,B0B92GC75Y,95.4,7PIYY17TB0B92GC75Y,7PIYY17T,B0B92GC75Y,0,11,0,0,0,,0,,53,9,0,477,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6388,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0BFY34Z9N,37,1975.8,2439.78,7PIYY17T,B0BFY34Z9N,395.16,7PIYY17TB0BFY34Z9N,7PIYY17T,B0BFY34Z9N,0,32,0,0,0,,0,,53.4,37,0,1975.8,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6389,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0BFY34Z9N,37,1975.8,2439.78,7PIYY17T,B0BFY34Z9N,395.16,7PIYY17TB0BFY34Z9N,7PIYY17T,B0BFY34Z9N,0,32,0,0,0,,0,,53.4,37,0,1975.8,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6390,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0BFY34Z9N,37,1975.8,2439.78,7PIYY17T,B0BFY34Z9N,395.16,7PIYY17TB0BFY34Z9N,7PIYY17T,B0BFY34Z9N,0,32,0,0,0,,0,,53.4,37,0,1975.8,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6391,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0BFY34Z9N,37,1975.8,2439.78,7PIYY17T,B0BFY34Z9N,395.16,7PIYY17TB0BFY34Z9N,7PIYY17T,B0BFY34Z9N,0,32,0,0,0,,0,,53.4,37,0,1975.8,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6392,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0BG8NTZWD,19,1014.6,1252.86,7PIYY17T,B0BG8NTZWD,202.92,7PIYY17TB0BG8NTZWD,7PIYY17T,B0BG8NTZWD,0,19,0,0,0,,0,,53.4,19,0,1014.6,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6393,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0BG8NTZWD,19,1014.6,1252.86,7PIYY17T,B0BG8NTZWD,202.92,7PIYY17TB0BG8NTZWD,7PIYY17T,B0BG8NTZWD,0,19,0,0,0,,0,,53.4,19,0,1014.6,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6394,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0BG8NTZWD,19,1014.6,1252.86,7PIYY17T,B0BG8NTZWD,202.92,7PIYY17TB0BG8NTZWD,7PIYY17T,B0BG8NTZWD,0,19,0,0,0,,0,,53.4,19,0,1014.6,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6395,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0BG8NTZWD,19,1014.6,1252.86,7PIYY17T,B0BG8NTZWD,202.92,7PIYY17TB0BG8NTZWD,7PIYY17T,B0BG8NTZWD,0,19,0,0,0,,0,,53.4,19,0,1014.6,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6396,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0BG8P6KNZ,1,53.4,65.94,7PIYY17T,B0BG8P6KNZ,10.68,7PIYY17TB0BG8P6KNZ,7PIYY17T,B0BG8P6KNZ,0,1,0,0,0,,0,,53.4,1,0,53.4,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6397,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0BG8P6KNZ,1,53.4,65.94,7PIYY17T,B0BG8P6KNZ,10.68,7PIYY17TB0BG8P6KNZ,7PIYY17T,B0BG8P6KNZ,0,1,0,0,0,,0,,53.4,1,0,53.4,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6398,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0BG8P6KNZ,1,53.4,65.94,7PIYY17T,B0BG8P6KNZ,10.68,7PIYY17TB0BG8P6KNZ,7PIYY17T,B0BG8P6KNZ,0,1,0,0,0,,0,,53.4,1,0,53.4,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6399,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0BG8P6KNZ,1,53.4,65.94,7PIYY17T,B0BG8P6KNZ,10.68,7PIYY17TB0BG8P6KNZ,7PIYY17T,B0BG8P6KNZ,0,1,0,0,0,,0,,53.4,1,0,53.4,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6400,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0BG8PMYBY,4344,73848,82492.56,7PIYY17T,B0BG8PMYBY,14769.6,7PIYY17TB0BG8PMYBY,7PIYY17T,B0BG8PMYBY,0,4344,0,0,0,,0,,17,4344,0,73848,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6401,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0BG8PMYBY,4344,73848,82492.56,7PIYY17T,B0BG8PMYBY,14769.6,7PIYY17TB0BG8PMYBY,7PIYY17T,B0BG8PMYBY,0,4344,0,0,0,,0,,17,4344,0,73848,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6402,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0BG8PMYBY,4344,73848,82492.56,7PIYY17T,B0BG8PMYBY,14769.6,7PIYY17TB0BG8PMYBY,7PIYY17T,B0BG8PMYBY,0,4344,0,0,0,,0,,17,4344,0,73848,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6403,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0BG8PMYBY,4344,73848,82492.56,7PIYY17T,B0BG8PMYBY,14769.6,7PIYY17TB0BG8PMYBY,7PIYY17T,B0BG8PMYBY,0,4344,0,0,0,,0,,17,4344,0,73848,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6404,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0BHXFTSV4,3,160.2,197.82,7PIYY17T,B0BHXFTSV4,32.04,7PIYY17TB0BHXFTSV4,7PIYY17T,B0BHXFTSV4,0,2,0,0,0,,0,,53.4,3,0,160.2,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6405,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0BHXFTSV4,3,160.2,197.82,7PIYY17T,B0BHXFTSV4,32.04,7PIYY17TB0BHXFTSV4,7PIYY17T,B0BHXFTSV4,0,2,0,0,0,,0,,53.4,3,0,160.2,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6406,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0BHXFTSV4,3,160.2,197.82,7PIYY17T,B0BHXFTSV4,32.04,7PIYY17TB0BHXFTSV4,7PIYY17T,B0BHXFTSV4,0,2,0,0,0,,0,,53.4,3,0,160.2,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6407,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0BHXFTSV4,3,160.2,197.82,7PIYY17T,B0BHXFTSV4,32.04,7PIYY17TB0BHXFTSV4,7PIYY17T,B0BHXFTSV4,0,2,0,0,0,,0,,53.4,3,0,160.2,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6408,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0BJXW16DL,292,15592.8,19254.48,7PIYY17T,B0BJXW16DL,3118.56,7PIYY17TB0BJXW16DL,7PIYY17T,B0BJXW16DL,0,51,0,0,0,,0,,53.4,292,0,15592.8,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6409,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0BJXW16DL,292,15592.8,19254.48,7PIYY17T,B0BJXW16DL,3118.56,7PIYY17TB0BJXW16DL,7PIYY17T,B0BJXW16DL,0,51,0,0,0,,0,,53.4,292,0,15592.8,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6410,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0BJXW16DL,292,15592.8,19254.48,7PIYY17T,B0BJXW16DL,3118.56,7PIYY17TB0BJXW16DL,7PIYY17T,B0BJXW16DL,0,51,0,0,0,,0,,53.4,292,0,15592.8,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6411,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0BJXW16DL,292,15592.8,19254.48,7PIYY17T,B0BJXW16DL,3118.56,7PIYY17TB0BJXW16DL,7PIYY17T,B0BJXW16DL,0,51,0,0,0,,0,,53.4,292,0,15592.8,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6412,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0BQ9D92D8,156,3875.04,4210.44,7PIYY17T,B0BQ9D92D8,775.01,7PIYY17TB0BQ9D92D8,7PIYY17T,B0BQ9D92D8,0,138,0,0,0,,0,,24.84,156,0,3875.04,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
6413,2023-11-27,6429-801766995,34790.4,Promotions ,7PIYY17TB0BQ9D92D8,156,3875.04,4210.44,7PIYY17T,B0BQ9D92D8,775.01,7PIYY17TB0BQ9D92D8,7PIYY17T,B0BQ9D92D8,0,138,0,0,0,,0,,24.84,156,0,3875.04,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
