concat,invoice_number,sku,order_number,bol,shortage,damage,return,overage,net_shortage,customer_sign,carrier_sign,subject_to_count,pod_found
9111389448324911,9111389448,3.25E+05,8149892836,6027434267,0,0,0,0,0,Yes,Yes,No,Yes
9111389448328440,9111389448,3.28E+05,8149892836,6027434267,0,0,0,0,0,Yes,Yes,No,Yes
9111389448320122,9111389448,3.20E+05,8149892836,6027434267,0,0,0,0,0,Yes,Yes,No,Yes
9111389448320550,9111389448,3.21E+05,8149892836,6027434267,0,0,0,0,0,Yes,Yes,No,Yes
9111389448328468,9111389448,3.28E+05,8149892836,6027434267,0,0,0,0,0,Yes,Yes,No,Yes
9111389448328203,9111389448,3.28E+05,8149892836,6027434267,0,0,0,0,0,Yes,Yes,No,Yes
9110886677326895,9110886677,3.27E+05,8149881761,6026482071,0,0,0,0,0,No,Yes,No,Yes
9110886677324912,9110886677,3.25E+05,8149881761,6026482071,0,0,0,0,0,No,Yes,No,Yes
9110886677324911,9110886677,3.25E+05,8149881761,6026482071,0,0,0,0,0,No,Yes,No,Yes
9110886677328418,9110886677,3.28E+05,8149881761,6026482071,0,0,0,0,0,No,Yes,No,Yes
9110886677328468,9110886677,3.28E+05,8149881761,6026482071,0,0,0,0,0,No,Yes,No,Yes
9110886677328203,9110886677,3.28E+05,8149881761,6026482071,0,0,0,0,0,No,Yes,No,Yes
9110886677320109,9110886677,3.20E+05,8149881761,6026482071,0,0,0,0,0,No,Yes,No,Yes
9110886677328466,9110886677,3.28E+05,8149881761,6026482071,0,0,0,0,0,No,Yes,No,Yes
9110886677320122,9110886677,3.20E+05,8149881761,6026482071,0,0,0,0,0,No,Yes,No,Yes
9110886677320119,9110886677,3.20E+05,8149881761,6026482071,0,0,0,0,0,No,Yes,No,Yes
9110886677320883,9110886677,3.21E+05,8149881761,6026482071,0,0,0,0,0,No,Yes,No,Yes
9110251359323487,9110251359,3.23E+05,8164870895,6025077375,0,0,0,0,0,No,Yes,No,Yes
9110251359328431,9110251359,3.28E+05,8164870895,6025077375,0,0,0,0,0,No,Yes,No,Yes
