PO,Vendor,Ship to location,ASIN,External ID,Model Number,Title,Availability,Window Type,Window Start,Window End,Expected Date,Case Size,Quantity Requested,Accepted Quantity,Quantity received,Quantity Outstanding,Case Cost,Total Cost,External Id Type,Backordered
7SXN7VZK,COKEA,"LGB8 - Rialto, CA",B07P97J837,7.86162E+11,7.86162E+11,"vitaminwater energy electrolyte enhanced water w/ vitamins, tropical citrus drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/16/2023,1,339,339,341,0,13.82,4684.98,,
7SXN7VZK,COKEA,"LGB8 - Rialto, CA",B07P83L3VM,7.86162E+11,7.86162E+11,"vitaminwater refresh electrolyte enhanced water w/ vitamins, tropical mango drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/16/2023,1,1272,1272,1279,0,13.82,17579.04,,
7SXN7VZK,COKEA,"LGB8 - Rialto, CA",B07P61BB23,7.86162E+11,7.86162E+11,"vitaminwater focus electrolyte enhanced water w/ vitamins, kiwi-strawberry drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/16/2023,1,765,765,767,0,13.82,10572.3,,
7H33UKNS,COKEA,"SCK4 - STOCKTON, CA",B07PBCTN92,7.86162E+11,7.86162E+11,"vitaminwater zero sugar shine, electrolyte enhanced water w/ vitamins, strawberry lemonade drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/17/2023,1,540,540,545,0,13.82,7462.8,,
7H33UKNS,COKEA,"SCK4 - STOCKTON, CA",B07P97JHSY,7.86162E+11,7.86162E+11,"vitaminwater power-c electrolyte enhanced water w/ vitamins, dragonfruit drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/17/2023,1,216,216,216,0,13.82,2985.12,,
7H33UKNS,COKEA,"SCK4 - STOCKTON, CA",B07P97JG6V,7.86162E+11,7.86162E+11,"vitaminwater zero sugar xxx, electrolyte enhanced water w/ vitamins, açai-blueberry-pomegranate drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/17/2023,1,216,216,214,0,13.82,2985.12,,
7H33UKNS,COKEA,"SCK4 - STOCKTON, CA",B07P97J837,7.86162E+11,7.86162E+11,"vitaminwater energy electrolyte enhanced water w/ vitamins, tropical citrus drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/17/2023,1,503,432,239,0,13.82,5970.24,,
7H33UKNS,COKEA,"SCK4 - STOCKTON, CA",B07P83L3VM,7.86162E+11,7.86162E+11,"vitaminwater refresh electrolyte enhanced water w/ vitamins, tropical mango drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/17/2023,1,428,324,324,0,13.82,4477.68,,
7H33UKNS,COKEA,"SCK4 - STOCKTON, CA",B07P61BB23,7.86162E+11,7.86162E+11,"vitaminwater focus electrolyte enhanced water w/ vitamins, kiwi-strawberry drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/17/2023,1,257,216,216,0,13.82,2985.12,,
7H33UKNS,COKEA,"SCK4 - STOCKTON, CA",B07P619NNK,7.86162E+11,7.86162E+11,"vitaminwater essential electrolyte enhanced water w/ vitamins, orange-orange drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/17/2023,1,108,108,111,0,13.82,1492.56,,
7H33UKNS,COKEA,"SCK4 - STOCKTON, CA",B00KCJQZVW,7.86162E+11,7.86162E+11,"vitaminwater zero variety pack nutrient enhanced water w/ vitamins, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/17/2023,1,102,102,102,0,13.82,1409.64,,
7F8C9GSD,COKEA,"SCK4 - STOCKTON, CA",B07PBCTN92,7.86162E+11,7.86162E+11,"vitaminwater zero sugar shine, electrolyte enhanced water w/ vitamins, strawberry lemonade drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/18/2023,1,864,864,863,0,13.82,11940.48,,
7F8C9GSD,COKEA,"SCK4 - STOCKTON, CA",B07P619NNK,7.86162E+11,7.86162E+11,"vitaminwater essential electrolyte enhanced water w/ vitamins, orange-orange drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/18/2023,1,756,756,763,0,13.82,10447.92,,
7F8C9GSD,COKEA,"SCK4 - STOCKTON, CA",B00KCJQZVW,7.86162E+11,7.86162E+11,"vitaminwater zero variety pack nutrient enhanced water w/ vitamins, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/18/2023,1,714,714,717,0,13.82,9867.48,,
79UD6GFM,XN1MA,"AVP1 - Hazle Township, PA",B07LD7B766,8.1162E+11,8.1162E+11,"Core Power Fairlife 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, Strawberry Banana, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),5/8/2023,5/18/2023,5/18/2023,1,140,140,140,0,30.69,4296.6,,
6VNCRACB,9S5OU,"DCA2 - Eastvale, CA",B088982B3D,6.57623E+11,6.57623E+11,"Honest Kids Berry Good Lemonade, 6 Fl Oz Pouches, 8 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/24/2023,5/26/2023,5/25/2023,5,105,105,105,0,14.4,1512,,
6VNCRACB,9S5OU,"DCA2 - Eastvale, CA",B07YSJT8TQ,6.57622E+11,6.57622E+11,"Honest Kids Organic Appley Ever After, 6 Fl Oz, 8 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/24/2023,5/26/2023,5/25/2023,5,105,105,105,0,14.4,1512,,
6VNCRACB,9S5OU,"DCA2 - Eastvale, CA",B00EVSYBMA,6.57622E+11,6.57622E+11,"Honest Kids, Organic Super Fruit Punch, 6.75 Fl Oz Pouches, 8 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/24/2023,5/26/2023,5/25/2023,4,108,108,108,0,14.28,1542.24,,
6VNCRACB,9S5OU,"DCA2 - Eastvale, CA",B0032JLHK8,6.57622E+11,6.57622E+11,"Honest Kids, Goodness Grapeness Grape Fruit Juice, 6.75 Fl Oz (pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),5/24/2023,5/26/2023,5/25/2023,4,108,108,108,0,14.28,1542.24,,
6VNCRACB,9S5OU,"DCA2 - Eastvale, CA",B002QI8J3O,6.57622E+11,6.57622E+11,"Honest Kids Organic Berry Good Lemonade, 6.75 Fl Oz, 8 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/24/2023,5/26/2023,5/25/2023,4,108,108,108,0,14.28,1542.24,,
6TLQ82ID,COKEA,"SCK4 - STOCKTON, CA",B07PBCTN92,7.86162E+11,7.86162E+11,"vitaminwater zero sugar shine, electrolyte enhanced water w/ vitamins, strawberry lemonade drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/15/2023,1,216,216,218,0,13.82,2985.12,,
6TLQ82ID,COKEA,"SCK4 - STOCKTON, CA",B07P97JHSY,7.86162E+11,7.86162E+11,"vitaminwater power-c electrolyte enhanced water w/ vitamins, dragonfruit drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/15/2023,1,1296,1296,1283,0,13.82,17910.72,,
6TLQ82ID,COKEA,"SCK4 - STOCKTON, CA",B07P97JG6V,7.86162E+11,7.86162E+11,"vitaminwater zero sugar xxx, electrolyte enhanced water w/ vitamins, açai-blueberry-pomegranate drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/15/2023,1,864,864,757,0,13.82,11940.48,,
5NZ1S43U,H47CW,"SCK4 - STOCKTON, CA",B07PGY92MC,49000067231,49000167238,"Coke Zero Sugar Diet Soda Soft Drink, 7.5 fl oz, 10 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/15/2023,5/25/2023,5/25/2023,3,762,762,0,0,17.64,13441.68,,
5HKQ3UOP,COKEA,"SCK4 - STOCKTON, CA",B07P97J837,7.86162E+11,7.86162E+11,"vitaminwater energy electrolyte enhanced water w/ vitamins, tropical citrus drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/16/2023,1,806,756,757,0,13.82,10447.92,,
5HKQ3UOP,COKEA,"SCK4 - STOCKTON, CA",B07P83L3VM,7.86162E+11,7.86162E+11,"vitaminwater refresh electrolyte enhanced water w/ vitamins, tropical mango drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/16/2023,1,706,648,651,0,13.82,8955.36,,
5HKQ3UOP,COKEA,"SCK4 - STOCKTON, CA",B07P61BB23,7.86162E+11,7.86162E+11,"vitaminwater focus electrolyte enhanced water w/ vitamins, kiwi-strawberry drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/16/2023,1,864,864,860,0,13.82,11940.48,,
5EFGMRCU,H47CW,"FTW1 - Dallas, TX",B06XCK1NGZ,49000061949,49000167245,"Sprite Can, 7.5 fl oz (pack of 10)",Accepted: EDI Only,Delivery window (Prepaid),5/15/2023,5/25/2023,5/25/2023,3,131,131,0,0,17.64,2310.84,,
5EFGMRCU,H47CW,"FTW1 - Dallas, TX",B00T4E17IW,49000065633,49000165630,"Gold Peak Unsweetened Black Iced Tea Drink, 16.9 fl oz, 6 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/15/2023,5/25/2023,5/25/2023,4,61,61,0,0,22.92,1398.12,,
5EFGMRCU,H47CW,"FTW1 - Dallas, TX",B00HZYFK72,7.86162E+11,7.86162E+11,"smartwater Vapor Distilled Premium Water, 16.9 Fl Oz (Pack of 6)",Accepted: EDI Only,Delivery window (Prepaid),5/15/2023,5/25/2023,5/25/2023,4,186,186,0,0,20.76,3861.36,,
5EFGMRCU,H47CW,"FTW1 - Dallas, TX",B00FU1YIEI,49000045840,49000145847,"Coke Zero Sugar Diet Soda Soft Drink, 16.9 fl oz, 6 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/15/2023,5/25/2023,5/25/2023,4,18,18,0,0,17.8,320.4,,
5DFUJZ5K,HONBV,"ABE8 - Florence, NJ",B08HKG49HK,6.57622E+11,6.57622E+11,"Honest Kids Appley Ever After, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Apple, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/17/2023,1,2253,2253,2258,0,15.37,34628.61,,
59QCCRFG,HONBV,"TEB9 - SOMERSET, NJ",B08HKGRVLP,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch, Organic Juice Drink, 6 Fl oz Juice Boxes, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/18/2023,1,571,571,526,0,15.37,8776.27,,
59QCCRFG,HONBV,"TEB9 - SOMERSET, NJ",B08HKG49HK,6.57622E+11,6.57622E+11,"Honest Kids Appley Ever After, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Apple, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/18/2023,1,1869,1869,1750,0,15.37,28726.53,,
4JQGJSGO,HONBV,"ABE8 - Florence, NJ",B0B997L3MM,7.86162E+11,7.86162E+11,"vitaminwater miniest, zero sugar nutrient enhanced water beverage mix, wellness kit",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/18/2023,8,9,9,0,0,96,864,,
4JQGJSGO,HONBV,"ABE8 - Florence, NJ",B08HKGRVLP,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch, Organic Juice Drink, 6 Fl oz Juice Boxes, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/18/2023,1,215,215,219,0,15.37,3304.55,,
4JQGJSGO,HONBV,"ABE8 - Florence, NJ",B08HKG5X58,6.57623E+11,6.57623E+11,"Honest Kids Berry Good Lemonade, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Berry Lemonade, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/18/2023,1,75,75,75,0,15.37,1152.75,,
4JQGJSGO,HONBV,"ABE8 - Florence, NJ",B08HKG49HK,6.57622E+11,6.57622E+11,"Honest Kids Appley Ever After, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Apple, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/18/2023,1,858,858,919,0,15.37,13187.46,,
4JQGJSGO,HONBV,"ABE8 - Florence, NJ",B08HKCX67G,6.57623E+11,6.57623E+11,"Honest Kids Strawberry Peachy, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Strawberry Peach, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/18/2023,1,81,81,83,0,15.37,1244.97,,
4JQGJSGO,HONBV,"ABE8 - Florence, NJ",B003GAJPPC,6.57622E+11,6.57622E+11,"Honest Kids Goodness Grapeness, Grape Organic Fruit Juice Drink, 6.75 fl oz (32 Pack)",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/18/2023,1,306,306,321,0,14.54,4449.24,,
4JQGJSGO,HONBV,"ABE8 - Florence, NJ",B003GAJPJI,6.57623E+11,6.57623E+11,"Honest Kids Appley Ever After, Apple Organic Fruit Juice Drink, 6.75 Fl Oz (32 Pack)",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/18/2023,1,252,252,254,0,14.54,3664.08,,
4JQGJSGO,HONBV,"ABE8 - Florence, NJ",B003GADB02,6.57622E+11,6.57622E+11,"Honest Kids Organic Juice Drink, Berry Berry Good Lemonade, 6.75 Fl Oz Pouches (Pack of 32)",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/18/2023,1,252,252,253,0,14.54,3664.08,,
4JQGJSGO,HONBV,"ABE8 - Florence, NJ",B003GADAN0,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch Organic Fruit Juice Drink, 6.75 Fl Oz, 32 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/18/2023,1,360,360,401,0,14.54,5234.4,,
4AXV54WU,HONBV,"TEB9 - SOMERSET, NJ",B0B997L3MM,7.86162E+11,7.86162E+11,"vitaminwater miniest, zero sugar nutrient enhanced water beverage mix, wellness kit",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/18/2023,8,1,1,0,0,96,96,,
4AXV54WU,HONBV,"TEB9 - SOMERSET, NJ",B08HKG5X58,6.57623E+11,6.57623E+11,"Honest Kids Berry Good Lemonade, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Berry Lemonade, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/18/2023,1,253,253,258,0,15.37,3888.61,,
4AXV54WU,HONBV,"TEB9 - SOMERSET, NJ",B08HKG49HK,6.57622E+11,6.57622E+11,"Honest Kids Appley Ever After, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Apple, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/18/2023,1,1197,1197,1198,0,15.37,18397.89,,
4AXV54WU,HONBV,"TEB9 - SOMERSET, NJ",B08HKCX67G,6.57623E+11,6.57623E+11,"Honest Kids Strawberry Peachy, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Strawberry Peach, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/18/2023,1,116,116,116,0,15.37,1782.92,,
4AXV54WU,HONBV,"TEB9 - SOMERSET, NJ",B003GAJPPC,6.57622E+11,6.57622E+11,"Honest Kids Goodness Grapeness, Grape Organic Fruit Juice Drink, 6.75 fl oz (32 Pack)",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/18/2023,1,18,18,2,0,14.54,261.72,,
4AXV54WU,HONBV,"TEB9 - SOMERSET, NJ",B003GAJPJI,6.57623E+11,6.57623E+11,"Honest Kids Appley Ever After, Apple Organic Fruit Juice Drink, 6.75 Fl Oz (32 Pack)",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/18/2023,1,252,252,215,0,14.54,3664.08,,
4AXV54WU,HONBV,"TEB9 - SOMERSET, NJ",B003GADB02,6.57622E+11,6.57622E+11,"Honest Kids Organic Juice Drink, Berry Berry Good Lemonade, 6.75 Fl Oz Pouches (Pack of 32)",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/18/2023,1,18,18,18,0,14.54,261.72,,
4AXV54WU,HONBV,"TEB9 - SOMERSET, NJ",B003GADAN0,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch Organic Fruit Juice Drink, 6.75 Fl Oz, 32 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/18/2023,1,720,720,732,0,14.54,10468.8,,
453T6ZVY,HONBV,"AVP1 - Hazle Township, PA",B0B997L3MM,7.86162E+11,7.86162E+11,"vitaminwater miniest, zero sugar nutrient enhanced water beverage mix, wellness kit",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/18/2023,8,12,12,0,0,96,1152,,
453T6ZVY,HONBV,"AVP1 - Hazle Township, PA",B08HKGRVLP,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch, Organic Juice Drink, 6 Fl oz Juice Boxes, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/17/2023,1,82,82,1,0,15.37,1260.34,,
453T6ZVY,HONBV,"AVP1 - Hazle Township, PA",B08HKG5X58,6.57623E+11,6.57623E+11,"Honest Kids Berry Good Lemonade, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Berry Lemonade, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/17/2023,1,56,56,0,0,15.37,860.72,,
453T6ZVY,HONBV,"AVP1 - Hazle Township, PA",B08HKG49HK,6.57622E+11,6.57622E+11,"Honest Kids Appley Ever After, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Apple, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/17/2023,1,774,774,651,0,15.37,11896.38,,
453T6ZVY,HONBV,"AVP1 - Hazle Township, PA",B08HKCX67G,6.57623E+11,6.57623E+11,"Honest Kids Strawberry Peachy, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Strawberry Peach, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/17/2023,1,42,42,0,0,15.37,645.54,,
453T6ZVY,HONBV,"AVP1 - Hazle Township, PA",B003GAJPPC,6.57622E+11,6.57622E+11,"Honest Kids Goodness Grapeness, Grape Organic Fruit Juice Drink, 6.75 fl oz (32 Pack)",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/17/2023,1,486,486,430,0,14.54,7066.44,,
453T6ZVY,HONBV,"AVP1 - Hazle Township, PA",B003GAJPJI,6.57623E+11,6.57623E+11,"Honest Kids Appley Ever After, Apple Organic Fruit Juice Drink, 6.75 Fl Oz (32 Pack)",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/17/2023,1,270,270,217,0,14.54,3925.8,,
453T6ZVY,HONBV,"AVP1 - Hazle Township, PA",B003GADB02,6.57622E+11,6.57622E+11,"Honest Kids Organic Juice Drink, Berry Berry Good Lemonade, 6.75 Fl Oz Pouches (Pack of 32)",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/17/2023,1,414,414,187,0,14.54,6019.56,,
453T6ZVY,HONBV,"AVP1 - Hazle Township, PA",B003GADAN0,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch Organic Fruit Juice Drink, 6.75 Fl Oz, 32 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/8/2023,5/18/2023,5/17/2023,1,540,540,547,0,14.54,7851.6,,
3WRUX4TR,H47CW,"SCK4 - STOCKTON, CA",B00HZYFK72,7.86162E+11,7.86162E+11,"smartwater Vapor Distilled Premium Water, 16.9 Fl Oz (Pack of 6)",Accepted: EDI Only,Delivery window (Prepaid),5/15/2023,5/25/2023,5/25/2023,4,330,330,0,0,20.76,6850.8,,
3Q5T9CLP,H47CW,"MDW2 - Joliet, IL",B07PGY92MC,49000067231,49000167238,"Coke Zero Sugar Diet Soda Soft Drink, 7.5 fl oz, 10 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/15/2023,5/25/2023,5/25/2023,3,219,219,0,0,17.64,3863.16,,
3Q5T9CLP,H47CW,"MDW2 - Joliet, IL",B06XCK1NGZ,49000061949,49000167245,"Sprite Can, 7.5 fl oz (pack of 10)",Accepted: EDI Only,Delivery window (Prepaid),5/15/2023,5/25/2023,5/25/2023,3,114,114,0,0,17.64,2010.96,,
3Q5T9CLP,H47CW,"MDW2 - Joliet, IL",B00T4E17IW,49000065633,49000165630,"Gold Peak Unsweetened Black Iced Tea Drink, 16.9 fl oz, 6 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/15/2023,5/25/2023,5/25/2023,4,46,46,0,0,22.92,1054.32,,
3Q5T9CLP,H47CW,"MDW2 - Joliet, IL",B00HZYFK72,7.86162E+11,7.86162E+11,"smartwater Vapor Distilled Premium Water, 16.9 Fl Oz (Pack of 6)",Accepted: EDI Only,Delivery window (Prepaid),5/15/2023,5/25/2023,5/25/2023,4,97,97,0,0,20.76,2013.72,,
3Q5T9CLP,H47CW,"MDW2 - Joliet, IL",B00FU1YIEI,49000045840,49000145847,"Coke Zero Sugar Diet Soda Soft Drink, 16.9 fl oz, 6 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/15/2023,5/25/2023,5/25/2023,4,35,35,0,0,17.8,623,,
33C5QGEL,H47CW,"SCK4 - STOCKTON, CA",B07PGY92MC,49000067231,49000167238,"Coke Zero Sugar Diet Soda Soft Drink, 7.5 fl oz, 10 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/15/2023,5/25/2023,5/25/2023,3,566,566,0,0,17.64,9984.24,,
33C5QGEL,H47CW,"SCK4 - STOCKTON, CA",B06XCK1NGZ,49000061949,49000167245,"Sprite Can, 7.5 fl oz (pack of 10)",Accepted: EDI Only,Delivery window (Prepaid),5/15/2023,5/25/2023,5/25/2023,3,196,196,0,0,17.64,3457.44,,
2191OQRK,H47CW,"FTW1 - Dallas, TX",B0BF4D8GXP,7.86162E+11,7.86162E+11,"smartwater alkaline with antioxidant ionized electrolyte vapor-distilled water bottles, 1L, 6 pack",Accepted: EDI Only,Delivery window (Prepaid),5/15/2023,5/25/2023,5/25/2023,2,3,3,0,0,19.3,57.9,,
2191OQRK,H47CW,"FTW1 - Dallas, TX",B07PGY92MC,49000067231,49000167238,"Coke Zero Sugar Diet Soda Soft Drink, 7.5 fl oz, 10 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/15/2023,5/25/2023,5/25/2023,3,414,414,0,0,17.64,7302.96,,
2191OQRK,H47CW,"FTW1 - Dallas, TX",B06XCK1NGZ,49000061949,49000167245,"Sprite Can, 7.5 fl oz (pack of 10)",Accepted: EDI Only,Delivery window (Prepaid),5/15/2023,5/25/2023,5/25/2023,3,345,345,0,0,17.64,6085.8,,
1N3SNXNO,H47CW,"SCK4 - STOCKTON, CA",B07PGY92MC,49000067231,49000167238,"Coke Zero Sugar Diet Soda Soft Drink, 7.5 fl oz, 10 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/15/2023,5/25/2023,5/25/2023,3,1,1,0,0,17.64,17.64,,
1N3SNXNO,H47CW,"SCK4 - STOCKTON, CA",B00T4E17IW,49000065633,49000165630,"Gold Peak Unsweetened Black Iced Tea Drink, 16.9 fl oz, 6 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/15/2023,5/25/2023,5/25/2023,4,143,143,0,0,22.92,3277.56,,
1N3SNXNO,H47CW,"SCK4 - STOCKTON, CA",B00HZYFK72,7.86162E+11,7.86162E+11,"smartwater Vapor Distilled Premium Water, 16.9 Fl Oz (Pack of 6)",Accepted: EDI Only,Delivery window (Prepaid),5/15/2023,5/25/2023,5/25/2023,4,106,106,0,0,20.76,2200.56,,
1N3SNXNO,H47CW,"SCK4 - STOCKTON, CA",B00FU1YIEI,49000045840,49000145847,"Coke Zero Sugar Diet Soda Soft Drink, 16.9 fl oz, 6 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/15/2023,5/25/2023,5/25/2023,4,60,60,0,0,17.8,1068,,
1ALP22EQ,H47CW,"SCK4 - STOCKTON, CA",B07PGY92MC,49000067231,49000167238,"Coke Zero Sugar Diet Soda Soft Drink, 7.5 fl oz, 10 Pack",Accepted: EDI Only,Delivery window (Prepaid),5/15/2023,5/25/2023,5/25/2023,3,439,439,0,0,17.64,7743.96,,
1ALP22EQ,H47CW,"SCK4 - STOCKTON, CA",B00HZYFK72,7.86162E+11,7.86162E+11,"smartwater Vapor Distilled Premium Water, 16.9 Fl Oz (Pack of 6)",Accepted: EDI Only,Delivery window (Prepaid),5/15/2023,5/25/2023,5/25/2023,4,140,140,0,0,20.76,2906.4,,
19BR72MD,HONBV,"PIT2 - IMPERIAL, PA",B08GGWTZZR,6.57622E+11,6.57622E+11,"Honest Tea Mango White Tea, Mango White Tea, 59 Fl Oz (Pack of 8)",Cancelled: Not yet available,Delivery window (Prepaid),5/15/2023,5/25/2023,,1,6,0,0,0,24.78,0,,
19BR72MD,HONBV,"PIT2 - IMPERIAL, PA",B08G9ZYDB4,6.57623E+11,6.57623E+11,"Honest Tea Just Green Tea, 59 Fl Oz Bottles (Pack of 8)",Cancelled: Not yet available,Delivery window (Prepaid),5/15/2023,5/25/2023,,1,81,0,0,0,24.78,0,,
19BR72MD,HONBV,"PIT2 - IMPERIAL, PA",B01BLAW4UG,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch, 59 Ounce (Pack of 8) (Packaging May Vary)",Cancelled: Not yet available,Delivery window (Prepaid),5/15/2023,5/25/2023,,1,24,0,0,0,3.44,0,,
19BR72MD,HONBV,"PIT2 - IMPERIAL, PA",B01BLAW4O2,6.57622E+11,6.57622E+11,"Honest Kids Goodness Grapeness, 59 Ounce (Pack of 8)",Cancelled: Not yet available,Delivery window (Prepaid),5/15/2023,5/25/2023,,1,1,0,0,0,27.51,0,,
19BR72MD,HONBV,"PIT2 - IMPERIAL, PA",B00YEOENEC,6.57622E+11,6.57622E+11,"Honest Tea Half Tea and Half Lemonade, 59 Fl Oz (Pack of 8)",Cancelled: Not yet available,Delivery window (Prepaid),5/15/2023,5/25/2023,,1,58,0,0,0,24.78,0,,
